UTDANNINGTYPEAHEAD,UTDANNING
Vid,Videreg%C3%A5ende+avsluttet+utdanning
Fag,Fagskoleutdanning+bygningsvern+to%C3%A5rig
His,Historisk-filosofiske+utdanninger
Sam,Samfunnsgeografiske+fag
Mas,Master+realfag+to%C3%A5rig
Mas,Master+barnehage-+og+profesjonsutvikling+to%C3%A5rig
Sam,Samfunnsgeografiske+fag+uspesifiserte+andre+videreg%C3%A5ende+grunnutdanning
Dan,Danse-+og+ballettutdanning+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Sta,Statistikk+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Idr,Idrettsfag
Utd,Utdanning+i+germanske+og+romanske+spr%C3%A5k+uspesifisert+videreg%C3%A5ende+
Med,Medisin+uspesifisert+videreg%C3%A5ende+grunnutdanning
Mag,Mag.art.-utdanning+etnologi+(folkelivsgranskning)
Fag,Fagskoleutdanning+nettverksadministrasjon+med+design+ett%C3%A5rig
Mas,Master+l%C3%A6ring+og+undervisning+to%C3%A5rig
Can,Cand.polit.-utdanning+profesjonskunnskap
Pre,Presst%C3%B8perfaget+VK+II
Mas,Master+international+social+welfare+and+health+policy+1+5-%C3%A5rig
Can,Cand.polit.-utdanning+skolevitenskap%2Fpedagogikk
Sko,Skogbruk+uspesifisert+lavere+niv%C3%A5
Int,Intermedia+fire%C3%A5rig
Rel,Religionsutdanninger
Ped,Pedagogikkutdanning+forskerutdanning
Sig,Signalmont%C3%B8rfaget+Vg3
Lic,Lic.philos.-utdanning+spr%C3%A5kfag
T%C3%B8m,T%C3%B8mrer+(AMO)
Fag,Fagskoleutdanning+treindustriens+bedriftsskole+ett%C3%A5rig
Utd,Utdanning+i+slaviske+baltiske+og+finsk-ugriske+spr%C3%A5k+uspesifisert+
Fag,Fagskoleutdanning+rus-+og+avhengighetsproblematikk+ett%C3%A5rig
Mar,Markedsf%C3%B8ring
Zoo,Zoologiske+fag+uspesifiserte+forskerutdanning
Bac,Bachelor+fagl%C3%A6rerutdanning+realfag+og+teknologi+tre%C3%A5rig
Ind,Industritekstilfaget+fiskeredskap+Vg3
Fag,Fagskoleutdanning+oppvekstfag+1+5-%C3%A5rig
Sam,Samfunnsgeografiske+fag+andre+uspesifiserte+h%C3%B8yere+niv%C3%A5
Dr.,Dr.philos.-utdanning+samfunnsgeografi
Dr.,Dr.philos.-utdanning+sosiologiske+fag
Mag,Mag.art.-utdanning+kriminologi
Fab,Fabrikasjon+og+utvinning
Kri,Kriminologi+uspesifisert+lavere+niv%C3%A5
Ph.,Ph.d.-program+%C3%B8konomisk-administrative+fag
Med,Medieproduksjon+Vg1+grunnkompetanse
Ph.,Ph.d.-program+humanistiske+og+estetiske+fag
Fag,Fagskoleutdanning+helse+aldring+og+aktiv+omsorg+1+5-%C3%A5rig
Tan,Tannhelsefag+andre+uspesifiserte+h%C3%B8yere+niv%C3%A5
Fab,Fabrikasjon+og+utvinning+andre+uspesifiserte+forskerutdanning
Fag,Fagskoleutdanning+park-+og+hagedrift+1+5-%C3%A5rig
Bac,Bachelor+Responsible+fisheries+tre%C3%A5rig
Bac,Bachelor+l%C3%A6rerutdanning+tospr%C3%A5klig+tre%C3%A5rig
Mil,Milit%C3%A6re+fag+uspesifiserte+forskerutdanning
Nat,Naturbruk+(studieforberedende)+Vg3+grunnkompetanse
Mas,Master+ledelse+og+menighetsutvikling+to%C3%A5rig
Mas,Master+utdanningsledelse+1+5-%C3%A5rig
Fag,Fagskoleutdanning+digital+markedsf%C3%B8ring+halv%C3%A5rig
Kje,Kjemi+og+bioteknologi+lavere+niv%C3%A5
Fag,Fagskoleutdanning+arbeid+med+spr%C3%A5k+flerspr%C3%A5klighet+og+flerkulturell+kompetanse+i+barnehagen+ett%C3%A5rig
Lit,Litteraturutdanning+uspesifisert+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Lit,Litteraturutdanning+forskerutdanning
Fag,Fagskoleutdanning+ridel%C3%A6rer+1+5-%C3%A5rig
Vid,Videreutdanning+for+radiografer+ultralyd
Fag,Fagskoleutdanning+eksperimentell+formgiving+med+plantemateriale
Dr.,Dr.polit.-utdanning+media+og+pressefag
Ph.,Ph.d.-program+kriminologi
Kun,Kunsthistorie+uspesifisert+videreg%C3%A5ende+grunnutdanning
Hus,Husflid+brukskunst+og+industridesign+uspesifisert+h%C3%B8yere+niv%C3%A5
Fag,Fagskoleutdanning+melkeproduksjon+og+driftsledelse+ett%C3%A5rig
Ful,Fulfulde+lavere+niv%C3%A5
Kab,Kabelbyggerfaget+VK+II
Fag,Fagskoleutdanning+Method+Acting+ett%C3%A5rig
Mag,Mag.art.-utdanning+kristendomskunnskap
Mag,Mag.art.-utdanning+rettshistorie
Ph.,Ph.d.-program+markedsfag
Sam,Samfunnsgeografiske+fag+andre+uspesifiserte+videreg%C3%A5ende+avsluttende+utdanning
Fag,Fagskoleutdanning+rehabilitering+ett%C3%A5rig
Fys,Fysiske+og+kjemiske+fag+andre+uspesifiserte+forskerutdanning
Mik,Mikrobiologi+og+cellebiologi+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Dr.,Dr.ing.-utdanning+arkitektfag
Sam,Samfunnsfag+og+juridiske+fag+l%C3%A6rerutdanning+uspesifisert+h%C3%B8yere+niv%C3%A5
Bac,Bachelor+latin+tre%C3%A5rig
Dyr,Dyrepleie+uspesifisert+h%C3%B8yere+niv%C3%A5
Res,Restaurantledelse+lavere+niv%C3%A5
Hus,Husdyrfag+og+naturbruksdidaktikk++videreutdanning+for+l%C3%A6rere
Sos,Sosialantropologiske+fag+uspesifiserte+videreg%C3%A5ende+grunnutdanning
Utd,Utdanning+i+slaviske+baltiske+og+finsk-ugriske+spr%C3%A5k+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Fag,Fagskoleutdanning+Ledelsesskolen+ett%C3%A5rig
Tek,Tekstil-+og+skinnproduksjon+uspesifisert+h%C3%B8yere+niv%C3%A5
Med,Mediegrafikerfaget+Vg3
Can,Cand.philol.-utdanning+spr%C3%A5k+logikk+og+informasjonsteknologi
Bot,Botaniske+fag+uspesifiserte+videreg%C3%A5ende+avsluttende+utdanning
Fag,Fagskoleutdanning+fysisk+aktivitet+og+kulturarbeid+ett%C3%A5rig
Mus,Musikk+dans+og+drama+andre+uspesifiserte+videreg%C3%A5ende+grunnutdanning
Fag,Fagskoleutdanning+bergteknikk+to%C3%A5rig
Mas,Master+lektorutdanning+kropps%C3%B8ving+og+idrettsfag+fem%C3%A5rig
Mas,Master+eiendomsutvikling+og+forvaltning+1+5-%C3%A5rig
Fag,Fagskoleutdanning+nettverksadministrasjon+-+Linux+ett%C3%A5rig
Mas,Master+koreografi+to%C3%A5rig
Dra,Drama+Vg3+grunnkompetanse
Ph.,Ph.d.-program+reiseliv
Fag,Fagskoleutdanning+arbeid+med+de+yngste+barna+(0-3+%C3%A5r)+i+barnehagen+ett%C3%A5rig
Fag,Fagskoleutdanning+fuktteknikk+ett%C3%A5rig
Hum,Humanistiske+og+estetiske+fag+annet++forskerutdanning
Med,Media+og+kommunikasjon+uspesifisert+forskerutdanning
Far,Farmasi+uspesifisert+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Fag,Fagskoleutdanning+eksperimentell+formgiving+halv%C3%A5rig
Far,Farmasi+uspesifisert+lavere+niv%C3%A5
Mas,Master+pedagogiske+ressurser+to%C3%A5rig
Sam,Samfunns%C3%B8konomi+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Vid,Videreutdanning+for+helse-+og+sosialsektoren+omsorg+ved+alvorlig+sykdom+og+d%C3%B8d
And,Andrespr%C3%A5kspedagogikk+videreutdanning+for+l%C3%A6rere
Pol,Polymerkomposittfaget+Vg3
Med,Medisin+andre+uspesifiserte+videreg%C3%A5ende+grunnutdanning
Can,Cand.scient.-utdanning+realfagsdidaktikk
Fag,Fagskoleutdanning+barsel-+og+barnepleie+1+5-%C3%A5rig
Fag,Fagskoleutdanning+lageradministator
H%C3%B8g,H%C3%B8gskoleingeni%C3%B8rutdanning+akvakulturteknikk+tre%C3%A5rig
Fag,Fagskoleutdanning+kurs+for+mesterbrevskandidater+maler+ett%C3%A5rig
Mas,Master+teologi+fem%C3%A5rig
Bac,Bachelor+skolebibliotekkunnskap+tre%C3%A5rig
Mas,Master+farmasi+for+reseptarer+tre%C3%A5rig
Sje,Sjelesorg
All,Allmenn-%2Fgrunnskolel%C3%A6rerutdanning+uspesifisert+forskerutdanning
Fys,Fysiske+fag+uspesifiserte+forskerutdanning
%C3%98ko,%C3%98konomiske+og+administrative+fag
Ark,Arkitektur
Mas,Master+avansert+geriatrisk+sykepleie+to%C3%A5rig
Tan,Tannteknikk+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Nyr,Nyresykdommer+spesialistutdanning+for+leger
Bac,Bachelor+bygdeutvikling+tre%C3%A5rig
Mas,Master+synsvitenskap+to%C3%A5rig
Dr.,Dr.agric.-utdanning+skogbruksfag
Tol,Tollfag+uspesifiserte+h%C3%B8yere+niv%C3%A5
Ph.,Ph.d.-program+informasjonssystemer+samfunnsfaglig
Kri,Kristendom+og+annen+religionsutdanning+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Mas,Master+klinisk+sykepleie+anestesi+to%C3%A5rig
Dr.,Dr.ing.-utdanning+naturvitenskapelige+fag+h%C3%A5ndverksfag+og+tekniske+fag
Ple,Pleie+og+omsorgsfag
Mas,Master+lektorutdanning+for+trinn+8-13+realfag+fem%C3%A5rig
Vev,Veve-+og+h%C3%A5ndstrikkeduodjifaget+Vg3
Idr,Idrettsfag+andre+uspesifiserte+forskerutdanning
Vid,Videreutdanning+for+l%C3%A6rere+pedagogikk+uspesifisert+lavere+niv%C3%A5
Fag,Fagskoleutdanning+kurs+for+mesterbrevskandidater+feier+ett%C3%A5rig
Fag,Fagskoleutdanning+kurs+for+mesterbrevskandidater+kobber-+og+blikkenslager+ett%C3%A5rig
Fag,Fagskoleutdanning+kurs+for+mesterbrevskandidater+steinfaget+ett%C3%A5rig
Dr.,Dr.scient.-utdanning+akvakultur
Dr.,Dr.techn.-utdanning+kjemitekniske+fag
Fag,Fagskoleutdanning+forpleiningsleder+i+maritim+sektor+ett%C3%A5rig
Mat,Matematikk+uspesifisert+forskerutdanning
Vid,Videreutdanning+i+sykepleie+kunnskapsbasert+praksis+og+pedagogisk+veiledning+for+praksisveiledere
Mus,Musikk+dans+og+drama+forskerutdanning
Fag,Fagskoleutdanning+biopati+to%C3%A5rig
Mas,Master+teknologi+risikostyring+fem%C3%A5rig
Vid,Videreutdanning+for+helse-+og+sosialsektoren+relasjonskompetanse+og+anvendt+atferdsanalyse
Mas,Master+helseinformatikk+to%C3%A5rig
Apo,Apotekfag+andre+uspesifiserte+h%C3%B8yere+niv%C3%A5
Mas,Master+samferdselsplanlegging+1+5-%C3%A5rig
Kir,Kirkevergeutdanning+tre%C3%A5rig
Dan,Danse-+og+ballettutdanning+uspesifisert+forskerutdanning
Kun,Kunsthistorie+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Anl,Anleggsgartner-+og+idrettsanleggsfag+Vg2+grunnkompetanse
Fag,Fagskoleutdanning+grovf̫rbasert+husdyrproduksjon+for+fjellandbruket+ett%C3%A5rig
Geo,Geofag+andre+uspesifiserte+videreg%C3%A5ende+grunnutdanning
Gar,Garverifaget+Vg2+og+Vg3+s%C3%A6rl%C3%B8p
Anl,Anleggsmaskinmekanikerfaget+Vg3+grunnkompetanse
H%C3%B8g,H%C3%B8gskolekandidat+teknisk+eksport+tre%C3%A5rig
Bac,Bachelor+milj%C3%B8bioteknologi+tre%C3%A5rig
Lic,Lic.techn.-utdanning+bygge-+og+anleggstekniske+fag
Mas,Master+IKT-basert+samhandling+to%C3%A5rig
Hov,Hovedfagskandidat+samfunnsplanlegging
Mas,Master+latin+torig
Fys,Fysikalsk+medisin+og+rehabilitering+spesialistutdanning+for+leger
Ut%C3%B8,Ut%C3%B8vende+fagstudium+for+strykere+tre%C3%A5rig
Gru,Grunnskolel%C3%A6rerutdanning+med+musikk+1.-7.+trinn+fire%C3%A5rig
Can,Cand.polit.-utdanning+historefag
Fag,Fagskoleutdanning+menighet-+og+misjonsledelse+to%C3%A5rig
Vid,Videreutdanning+for+l%C3%A6rere+helse-+sosial-+og+idrettsfag+uspesifisert+lavere+niv%C3%A5
Bac,Bachelor+statistikk+tre%C3%A5rig
Sam,Samferdsel+tjenesteyting+og+sikkerhet+l%C3%A6rerutdanning+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Kun,Kunst+design+og+arkitektur+Vg1
Mas,Master+fiskehelse%2Fakvamedisin+(aquatic+medicine)+to%C3%A5rig
Can,Cand.scient.-utdanning+fysioterapi
Fag,Fagskoleutdanning+kurs+for+mesterbrevskandidater+murer+ett%C3%A5rig
Gru,Gruvedrift+og+utvinning+uspesifisert+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Mas,Master+klinisk+sykepleie+operasjon+to%C3%A5rig
T%C3%B8m,T%C3%B8mrerarbeid
Nat,Naturvitenskapelige+fag+h%C3%A5ndverksfag+og+tekniske+fag+l%C3%A6rerutdanning+uspesifisert+forskerutdanning
Fag,Fagskoleutdanning+autismeomsorg
Mas,Master+grunnskolens+matematikkfag+to%C3%A5rig
Fag,Fagskoleutdanning+kurs+for+mesterbrevskandidater+stillasbygger+ett%C3%A5rig
Sam,Samferdsel+tjenesteyting+og+sikkerhet+l%C3%A6rerutdanning+uspesifisert+videreg%C3%A5ende+grunnutdanning
Mas,Master+religious+roots+of+Europe+to%C3%A5rig
Inf,Informasjons-+og+datateknologi+uspesifisert+forskerutdanning
Fag,Fagskoleutdanning+energi-+og+varmepumpeteknikk+ett%C3%A5rig
Bac,Bachelor+hestefag+tre%C3%A5rig
Mas,Master+internasjonal+business+og+markedsf%C3%B8ring+1+5-%C3%A5rig
Blo,Blodsykdommer+spesialistutdanning+for+leger
Ark,Arkeologi+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Dip,Diplomstudium+metall+fire%C3%A5rig
Mas,Master+of+Philosophy+matematiske+og+naturvitenskapelige+fag+uoppgitt+faggruppe
Lic,Lic.agric.-utdanning+gartneri+og+hagebruk
Laf,Laftehusbygging+videreg%C3%A5ende+grunnutdanning
Sam,Samfunns%C3%B8konomi+uspesifisert+videreg%C3%A5ende+grunnutdanning
Ph.,Ph.d.-program+kunstvitenskap
Kje,Kjemiske+fag+uspesifiserte+forskerutdanning
Mus,Musikk+videreutdanning+for+l%C3%A6rere
Vid,Videreutdanning+i+sykepleie+akuttsykepleie
Dan,Dans+Vg3+grunnkompetanse
Org,Organisasjonsutvikling+og+endringsledelse+videreutdanning+for+l%C3%A6rere
Mas,Master+spr%C3%A5k+kultur+og+digital+kommunikasjon+to%C3%A5rig
Ph.,Ph.d.-program+produksjons-+og+kvalitetsteknikk
Vid,Videreutdanning+for+helse-+og+sosialsektoren+ammeveiledning
Dr.,Dr.polit.-utdanning+sosialfag
Jur,Juridisk+arbeid
%C3%98ko,%C3%98konomisk-administrative+fag+andre+uspesifiserte+videreg%C3%A5ende+grunnutdanning
Pro,Produksjon+av+tre+papir+plast+og+glass+uspesifisert+forskerutdanning
Ser,Servit%C3%B8r+uspesifisert+h%C3%B8yere+niv%C3%A5
Mas,Master+teknologi+konstruksjoner+og+materialer+fem%C3%A5rig
Sam,Samfunnsgeografi+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Bac,Bachelor+kirkemusikk+fire%C3%A5rig
Vid,Videreutdanning+i+sykepleie+nyresykepleie
Ver,Vernepleiefag+uspesifiserte+h%C3%B8yere+niv%C3%A5
Can,Cand.philol.utdanning+norskdidaktikk
Sko,Skogbruk+andre+uspesifiserte+h%C3%B8yere+niv%C3%A5
Fag,Fagskoleutdanning+logistikk+og+service+i+helsetjenesten+ett%C3%A5rig
Lim,Limtreproduksjonsfaget+Vg3
Utd,Utdanning+i+pedagogikk+annen+uspesifisert+videreg%C3%A5ende+grunnutdanning
Ph.,Ph.d.-program+industriell+%C3%B8kologi
Sos,Sosiologiske+fag+andre+uspesifiserte+forskerutdanning
Fag,Fagskoleutdanning+Cisco-konsulent+halv%C3%A5rig
Far,Farmasi+uspesifisert+videreg%C3%A5ende+grunnutdanning
Far,Farmasi+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Jor,Jordbruk
Les,Lesing+og+skriving+som+grunnleggende+ferdigheter+videreutdanning+for+l%C3%A6rere
Dek,Dekorering+generelt
Pol,Politifag+uspesifiserte+videreg%C3%A5ende+avsluttende+utdanning
Tan,Tannpleiefag+uspesifiserte+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Tan,Tannhelsefag
Fag,Fagskoleutdanning+Kantinelederskolen+halv%C3%A5rig
Fag,Fagskoleutdanning+frontend-utvikling+to%C3%A5rig
Ph.,Ph.d.-program+konstruksjonsteknikk
Mas,Master+intercontextual+theology+to%C3%A5rig
Vet,Veterin%C3%A6r+uspesifisert+forskerutdanning
Gru,Grunnskolel%C3%A6rerutdanning+med+mat+og+helse+5.-10.+trinn+fire%C3%A5rig
Bac,Bachelor+biomedisin+tre%C3%A5rig
Mus,Musikk+dans+og+drama+andre+uspesifiserte+forskerutdanning
Geo,Geologi+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Can,Cand.philol.-utdanning+kulturgeografi
Hel,Helseservicefag+h%C3%B8yere+niv%C3%A5
Mas,Master+steinerpedagogikk+to%C3%A5rig
Mag,Mag.scient.-utdanning+botanikk
Lic,Lic.philos.-utdanning+fysiske+og+kjemiske+fag
Bac,Bachelor+samisk+tre%C3%A5rig
Vid,Videreutdanning+for+l%C3%A6rere+annen+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Mas,Master+of+Science+light+metal+production
Fag,Fagskoleutdanning+ut%C3%B8vende+musiker
Dr.,Dr.scient.-utdanning+helsevern
Bil,Bilskade+lakk+og+karosseri+Vg2+grunnkompetanse
Mag,Mag.art.-utdanning+fonetikk
Utd,Utdanning+i+germanske+og+romanske+spr%C3%A5k+uspesifisert+forskerutdanning
Pri,Prim%C3%A6rn%C3%A6ringer+l%C3%A6rerutdanning+uspesifisert+h%C3%B8yere+niv%C3%A5
Fag,Fagskoleutdanning+psykiske+lidelser+og+aldring+hos+personer+med+utviklingshemning+ett%C3%A5rig
Inf,Informasjons-+og+datateknologi+uspesifisert+videreg%C3%A5ende+grunnutdanning
Tan,Tannteknikk+uspesifisert+videreg%C3%A5ende+grunnutdanning
Ter,Terapeutiske+fag
Rea,Realfag+Vg2+grunnkompetanse
Mas,Master+praktisk+teologi+1+5-%C3%A5rig
Led,Ledelse+i+skolen+videreutdanning+for+l%C3%A6rere
Mas,Master+avansert+klinisk+sykepleie+to%C3%A5rig
Mur,Murerarbeid
Fag,Fagskoleutdanning+planteproduksjon+og+driftsledelse+ett%C3%A5rig
Mas,Master+design+studieretning+grafisk+design+og+illustrasjon+to%C3%A5rig
Dr.,Dr.polit.-utdanning+kriminologi
Mas,Master+barnehagevitenskap+to%C3%A5rig
Aku,Akupunktur
Gra,Grafisk+industri
Mas,Master+middelalderstudier+to%C3%A5rig
Gar,Gartnern%C3%A6ring+Vg3+(fors%C3%B8k)
Fag,Fagskoleutdanning+nettverksadministrasjon+med+design+1+5-%C3%A5rig
Kar,Karkirurgi+spesialistutdanning+for+leger
Fag,Fagskoleutdanning+Servicelederskolen+halv%C3%A5rig
Fag,Fagskoleutdanning+anlegg+og+bergverk+to%C3%A5rig
Bac,Bachelor+ingeni%C3%B8rfag+helse+milj%C3%B8+og+sikkerhet+tre%C3%A5rig
Bib,Bibliotekutdanning+uspesifisert+videreg%C3%A5ende+grunnutdanning
For,Forkurs+i+matematikk+for+grunnskolel%C3%A6rerutdanning
Med,Medier+og+kommunikasjon+Vg1+grunnkompetanse+(studieforberedende)
Lan,Landbruksfag+Vg3+(fors%C3%B8k)
Dr.,Dr.scient.-utdanning+mekanikk
Sos,Sosiologiske+fag+uspesifiserte+videreg%C3%A5ende+grunnutdanning
Dr.,Dr.ing.-utdanning+bygge-+og+anleggstekniske+fag
Kon,Konfeksjons-+og+tekstilkunstutdanning+uspesifisert+h%C3%B8yere+niv%C3%A5
Dr.,Dr.philos.-utdanning+fiskefag
Fab,Fabrikasjon+og+utvinning+andre+uspesifiserte+h%C3%B8yere+niv%C3%A5
Mas,Master+lektorutdanning+Det+teologiske+Menighetsfakultet+fem%C3%A5rig
Mar,Marin-+og+ferskvannsbiologi+uspesifisert+videreg%C3%A5ende+grunnutdanning
Fag,Fagskoleutdanning+bygningsvern+halv%C3%A5rig
Tak,Taksidermistfaget+Vg2+og+Vg3+s%C3%A6rl%C3%B8p
Mas,Master+kristendomskunnskap+1+5+%C3%A5rig
Und,Undervisning
Sta,Statsvitenskapelige+fag+andre+uspesifiserte+videreg%C3%A5ende+grunnutdanning
Dr.,Dr.art.-utdanning+teatervitenskap
Vet,Veterin%C3%A6rfag+andre+uspesifiserte+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Gar,Gartneri+og+hagebruk
Sik,Sikkerhet
And,Andre+servicefag
Gru,Grunnskolel%C3%A6rerutdanning+med+RLE+og+kropps%C3%B8ving+5.-10.+trinn+fire%C3%A5rig
Mas,Master+kirkemusikk+to%C3%A5rig
Lic,Lic.philos.-utdanning+statsvitenskapelige+fag
Bra,Brannvernfag+uspesifiserte+h%C3%B8yere+niv%C3%A5
Med,Medisinsk+genetikk+spesialistutdanning+for+leger
Bac,Bachelor+eksponeringsdesign+tre%C3%A5rig
Mas,Master+funksjonshemming+og+deltakelse+to%C3%A5rig
Mas,Master+kultur-+og+spr%C3%A5kfagenes+didaktikk+to%C3%A5rig
Gru,Gruvedrift+og+utvinning+uspesifisert+forskerutdanning
Tan,Tannhelse
Fag,Fagskoleutdanning+barn+med+s%C3%A6rskilte+behov+ett%C3%A5rig
Dr.,Dr.philos.-utdanning+naturvitenskapelige+fag+h%C3%A5ndverksfag+og+tekniske+fag
Mas,Master+dokumentarproduksjon+to%C3%A5rig
Tan,Tannhelsefag
Duo,Duodjifaget+Vg3
Adj,Adjunktutdanning+Det+teologiske+Menighetsfakultet+fire%C3%A5rig
Hor,Horn-+bein-+og+metallduodjifaget+Vg3
Tre,Treduodjifaget+Vg3
Dim,Dimensjonskontrollfaget+Vg3
Zoo,Zoologiske+fag+uspesifiserte+lavere+niv%C3%A5
Dr.,Dr.philos.-utdanning+religionsfag
Fag,Fagskoleutdanning+nettverksadministrasjon+halv%C3%A5rig
Bib,Bibliotekutdanning+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Res,Reseptarfag+uspesifiserte+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Bac,Bachelor+sosialpedagogikk+tre%C3%A5rig
Fag,Fagskoleutdanning+ut%C3%B8vende+musiker+ett%C3%A5rig
Pri,Prim%C3%A6rn%C3%A6ringsfag+andre
Med,Medisin+andre+uspesifiserte+videreg%C3%A5ende+avsluttende+utdanning
Int,Interi%C3%B8r+Vg3+grunnkompetanse
Sos,Sosialfag+uspesifiserte+lavere+niv%C3%A5
Fag,Fagskoleutdanning+treindustri+halv%C3%A5rig
Vid,Videreutdanning+for+l%C3%A6rere+humanistiske+og+estetiske+fag+uspesifisert+lavere+niv%C3%A5
Fys,Fysikk+videreutdanning+for+l%C3%A6rere
Bac,Bachelor+operautdanning+tre%C3%A5rig
Bac,Bachelor+animal+science+tre%C3%A5rig
H%C3%B8g,H%C3%B8gskolekandidat+ingeni%C3%B8rfag+kjemi+to%C3%A5rig
Mar,Marin-+og+ferskvannsbiologi+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Lic,Lic.philos.-utdanning+filosofiske+fag
Dr.,Dr.art.-utdanning+humanistiske+fag
Kir,Kiropraktor+uspesifisert+p%C3%A5bygging+til+videreg%C3%A5ende+utdanning
Bib,Bibliotekarbeid
Kli,Klinisk+kjemi+spesialistutdanning+for+leger
Mas,Master+special+and+inclusive+education+1+5-%C3%A5rig
Bac,Bachelor+dansekunst+og+koreografisk+tenkning+tre%C3%A5rig
Ph.,Ph.d.-program+ressursforvaltning
Sos,Sosialantropologiske+fag+uspesifiserte+forskerutdanning
Mas,Master+logistikk+1+5-%C3%A5rig
Res,Reseptarfag+uspesifiserte+h%C3%B8yere+niv%C3%A5
Int,Interkulturell+pedagogikk+videreutdanning+for+l%C3%A6rere
Ove,Overnattings-+og+serveringsvirksomhet+(bransje)
Zoo,Zoologiske+fag+uspesifiserte+videreg%C3%A5ende+avsluttende+utdanning
Jou,Journalistikk+uspesifisert+forskerutdanning
Sta,Statsvitenskapelige+fag+uspesifiserte+videreg%C3%A5ende+grunnutdanning
Fag,Fagskoleutdanning+sauehold+og+lokal+foredling+av+naturbaserte+r%C3%A5varer+ett%C3%A5rig
Ple,Pleie+og+omsorgsarbeid
Utd,Utdanning+i+germanske+og+romanske+spr%C3%A5k+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Mas,Master+jordmorfag+to%C3%A5rig
Mas,Master+development+studies+1+5-%C3%A5rig
Can,Cand.philol.-utdanning+samisk
Bac,Bachelor+regi+(sceneinstrukt%C3%B8rutdanning)+tre%C3%A5rig
Ark,Arkeologi+uspesifisert+videreg%C3%A5ende+grunnutdanning
Ret,Rettsstudiet+uspesifisert+videreg%C3%A5ende+grunnutdanning
Mas,Master+of+Science+materials+science+and+engineering+to%C3%A5rig
Fag,Fagskoleutdanning+markeds%C3%B8konomi+to%C3%A5rig
Mar,Marin-+og+ferskvannsbiologi+uspesifisert+forskerutdanning
Mas,Master+of+Philosophy+Tibetan+and+Buddhist+studies
Can,Cand.philol.-utdanning+klassiske+spr%C3%A5k
Vid,Videreutdanning+for+helse-+og+sosialsektoren+digital+kompetanse
Fag,Fagskoleutdanning+gr%C3%B8nn+fagskole+to%C3%A5rig
Fag,Fagskoleutdanning+kornproduksjon+og+driftsledelse+ett%C3%A5rig
Jou,Journalistikk+uspesifisert+videreg%C3%A5ende+avsluttende+utdanning
Dat,Datasertifikat-MOUS
Mas,Master+lektorutdanning+med+r%C3%A5dgiving+fem%C3%A5rig
Pro,Produksjon+av+tre+papir+plast+og+glass+uspesifisert+h%C3%B8yere+niv%C3%A5
Hov,Hovedfagskandidat+flerkulturell+og+utviklingsrettet+utdanning
Mas,Master+klinisk+sykepleie+barn+to%C3%A5rig
Mas,Master+music+management+to%C3%A5rig
Rep,Repslagerfaget+Vg2+og+Vg3+s%C3%A6rl%C3%B8p
Lit,Litteratur-+og+bibliotekutdanning+annen+uspesifisert+forskerutdanning
Mas,Master+lesing+og+skriving+i+skolen+to%C3%A5rig
Vid,Videreutdanning+for+radiografer+tolking+og+beskrivelse+av+skjelettr%C3%B8ntgenbilder
Kun,Kunstfagkandidat+rader+hovedfag
Mas,Master+of+Philosophy+Screenwriting
Gru,Grunnskolel%C3%A6rerutdanning+med+vekt+p%C3%A5+norsk+og+samfunnsfag+1.-7.+trinn+fire%C3%A5rig
Mas,Master+teknologi+medieteknikk+to%C3%A5rig
Bil,Bildende+kunst+og+kunsth%C3%A5ndverk+andre+uspesifiserte+videreg%C3%A5ende+grunnutdanning
Mas,Master+italiensk+to%C3%A5rig
Bac,Bachelor+ut%C3%B8vende+tradisjonelt+byggh%C3%A5ndverk+tre%C3%A5rig
Mas,Master+farm+animal+reproduction+to%C3%A5rig
Sko,Skogbruk+Vg2+grunnkompetanse
Ver,Vernepleie
Fag,Fagskoleutdanning+vin+og+brennevin+halv%C3%A5rig
Med,Medieproduksjon+Vg2
Sam,Samferdsel
Fag,Fagskoleutdanning+keramikk_design+to%C3%A5rig
Pla,Plast+og+kompositt+Vg2
